id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
129,"['#Person2# wants a pair of Jordan shoes in size 41.', '#Person2# wants to buy a pair of Jordan shoes in size 41.', '#Person2# wants to buy a pair of Jordan shoes in size 41.']","#Person2# tries to negotiate a lower price for size 41 Jordan shoes, but #Person1# indicates they're already on sale.",0.2972,0.904,0.6068
107,"[""#Person1# apologizes for mistakes in goods. #Person1# will be responsible for Mr. Wilson's loss, and take measures to avoid such mistakes."", ""#Person1# feels sorry for Mr. Wilson's loss caused by #Person1# and assures that such mistakes will not happen again."", '#Person1# apologizes for the loss caused by them to Mr. Wilson and assures that it will never happen again.']","#Person1# apologizes to Mr. Wilson for faulty goods, promises replacements and improved packaging, while Mr. Wilson demands compensation for losses.",0.297,0.9037,0.6067
303,"['#Person2# wants to buy Chinese arts and crafts, something distinctively Chinese. #Person1# suggests #Person2# buy paper-cuts, embroidery and batik.', '#Person2# wants to buy Chinese arts and crafts, so #Person1# offers some suggestions.', '#Person1# is suggesting some Chinese arts and crafts to #Person2#. #Person2# is interested in embroidery.']","#Person1# advises #Person2# on portable, distinctively Chinese crafts, recommending paper-cuts, embroidery, and batik.",0.3229,0.9286,0.6057
287,"['#Person1# and #Person2# are talking about natural disasters and Wenchuan earthquake in China. They feel the importance of life and love.', '#Person1# and #Person2# discuss the destructive impact that earthquakes have in Chinese history, and the assistance for the Wenchuan Earthquake.', '#Person1# and #Person2# exchange opinions toward the effect of earthquake and how people feel about it.']","#Person1# and #Person2# discuss the severity of natural disasters, highlighting the human spirit during such events.",0.3234,0.9283,0.6049
330,"['#Person2# is ordering food in Beijing Tasty Restaurant and #Person2# tells #Person1# to get the food ready in 20 minutes.', '#Person1# helps #Person2# to find a table in the centre and order some food at Beijing Tasty Restaurant.', '#Person2# comes to a restaurant and orders some food, waiting for a friend.']","#Person2# accepts central table at Beijing Tasty Restaurant, orders various dishes and requests 20-minute preparation time.",0.3071,0.9114,0.6043
391,"[""#Person2# introduces #Person2#'s strength, weakness in #Person2#'s work and career planning to #Person1#. #Person1# thinks #Person2#'s background and personality suit the job well."", ""#Person1# evaluates #Person2#'s ability and personality by asking #Person2# 's strengths, weaknesses and career planning. #Person1# finds #Person2# is a suitable candidate."", ""#Person1# is interviewing #Person2#. #Person1# thinks #Person2# answers #Person1#'s questions beautifully, and is the person they want.""]","#Person1# interviews #Person2# for a job, discussing strengths, weaknesses, and future plans, and considers #Person2# a potential candidate.",0.3113,0.9155,0.6042
281,"['#Person1# asks Lucy to sing but Lucy is unwilling to do so.', '#Person1# tries to persuade Lucy to sing but Lucy would rather just listen.', '#Person1# encourages Lucy to sing but Lucy just wants to listen.']",Lucy prefers listening to singing at a gathering and encourages Stanley to perform an Elvis song.,0.263,0.8668,0.6038
176,"['#Person1# drives #Person2# to the Grand Hotel.', '#Person1# drive #Person2# to the address of Grand Hotel provided by #Person2#.', '#Person2# tells #Person1# the address of the Grand Hotel and #Person1# drives her there.']","#Person1#, a driver, asks #Person2#'s destination, she replies ""The Grand Hotel"" on 11th Avenue, Park Street, which he recognizes.",0.3061,0.9098,0.6037
470,"[""#Person1# asks #Person2# about #Person2#'s mastery of English and other languages."", ""#Person1# makes requires about #Person2#'s English standard."", ""#Person1# tells English is important in #Person1#'s company. #Person2# introduces #Person2#'s English education and other language capabilities""]",#Person1# assesses #Person2#'s English proficiency and knowledge of French and Japanese for a potential job position.,0.3142,0.9176,0.6033
27,"['Muriel Douglas and James meet each other and talk about what they have done during the holiday.', ""James and Muriel are talking while waiting for Susan, Muriel's associate. They talk about how they spent the holiday with their families."", 'Muriel Douglas and James send greetings and talk about their holiday before the meeting. Douglas stayed in L.A., while James went to Tahoe.']",James and Muriel Douglas discuss their recent holidays while waiting for Susan Kim to join their business meeting.,0.2825,0.8854,0.603
351,"['#Person1# wants to go to Peking University. #Person2# suggests asking the policeman.', '#Person2# suggests #Person1# ask the policeman the way to Peking University.', '#Person1# asks #Person2# how to get to Peking University. #Person2# suggests asking the policeman.']","#Person2# identifies Peking University's location but can't give directions, suggests asking a policeman. #Person1# thanks them.",0.3281,0.931,0.6029
57,"['Leah informs Nathaniel that Ms. Collins will not be able to call him back until next week, so he needs to book an appointment with someone else from the International Student Office. Nathaniel decides to speak with Ms. Fonda.', ""Leah informs Nathaniel that Ms. Collins won't be available for their appointment and explains the reason. Then Nathaniel decides to speak with someone else."", 'The International Student Office calls Nathaniel to inform him that he has to book another appointment with someone else as Ms. Collins is not available. Nathaniel decides to speak with Ms. Fonda.']","Nathaniel reschedules his missed call with Ms. Collins to an appointment with Ms. Fonda at 11:30 AM, facilitated by Leah.",0.2731,0.8758,0.6027
171,"[""#Person1# will go to London and invites #Person2# along. #Person1# prefers the train as it's quicker and relaxing but #Person2# prefers the car as it's convenient."", '#Person1# will go to London and invites #Person2# to come along. But they have disagreements on how they get there.', '#Person1# and #Person2# are going to London next week. #Person2# prefers by car. #Person1# prefers by train. #Person2# suggests maybe they could go by express bus.']","#Person1# and #Person2# discuss travel preferences to London, considering train, car, and express bus options.",0.2993,0.9018,0.6025
185,"['Mr. Lee has something to express when #Person1# delivers a parcel for him.', 'Mr. Lee signs his parcel and has something to express.', '#Person1# delivers a parcel for Mr. Lee. He happens to have something to express.']","#Person1# needs to deliver a parcel to Mr. Lee, who asks for it to be left on his desk and hints at further conversation.",0.2913,0.8939,0.6025
278,"['#Person1# is going to have a nap and #Person2# will start dinner at 6.00.', '#Person1# is tired and will take a nap and #Person2# gets the dinner ready.', '#Person1# is going to take a nap and #Person2# will let #Person1# wake up naturally.']","#Person1# plans to nap undisturbed, declining #Person2#'s wake-up offer, and is teased about dreaming of dinner.",0.3056,0.908,0.6025
270,"[""Mr. Brown is interviewing #Person2# and they are talking over #Person2#'s salary."", 'Mr. Brown gives #Person2# a well-paying job offer.', 'Mr. Brown decides to hire #Person2# with a higher salary and other benefits.']",#Person1# offers #Person2# a job with higher salary and benefits; #Person2# values recognition over pay.,0.2976,0.8999,0.6023
372,"['#Person1# wants to know the result of a interview. Jack suggests writing a polite and brief email to the company.', '#Person1# wants to know the interview results. #Person2# suggests writing an email that is polite and brief. And #Person1# should pay attention to the reply.', '#Person1# is asking Jack how to write a letter of inquiry. Jack suggests writing it politely and briefly, and paying attention to the reply.']","#Person1# plans to write a concise, polite email to inquire about interview results, with #Person2#'s advice and support.",0.3036,0.9057,0.6021
394,"['Bob and #Person1# talk about the last weekend and decide to play a game together this weekend.', ""#Person1# and Bob share their last weekend's activities. And they decide to play a game this weekend."", 'Bob and #Person1# talk about what they did last weekend. And they decide to play a game together this weekend.']",#Person1# and #Person2# discussed their weekends and planned a future tennis match.,0.3086,0.9101,0.6015
